palavras,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
BINGO,0.2546542,1465,0.4728972,927,0.0335019,2505
PICHE,0.2545047,1466,0.3753271,1345,0.0243254,2942
FIXOU,0.2538692,1467,0.333271,1476,0.022108,2989
PETIZ,0.2538318,1468,0.3835514,1313,0.0270949,2857
FIXEM,0.2536075,1469,0.4370093,1090,0.0301356,2717
PIQUE,0.2536075,1469,0.3263551,1497,0.023024,2973
FINGE,0.2533458,1470,0.4007477,1250,0.0246077,2933
PILHO,0.2528972,1471,0.4857944,871,0.0341987,2454
PUNEM,0.2524112,1472,0.5084112,764,0.0290766,2771
UNGIS,0.2523738,1473,0.362243,1382,0.023341,2964
CHOVI,0.2523738,1473,0.2493458,1612,0.0145484,3062
FLUEM,0.2518131,1474,0.3781308,1335,0.0238178,2952
FUGAZ,0.2517009,1475,0.4351402,1098,0.0408502,2000
EXPUS,0.2516636,1476,0.2831776,1588,0.0192304,3027
PUXES,0.2516636,1476,0.5428037,609,0.0364138,2306
CULPO,0.2516636,1476,0.4915888,845,0.0321192,2592
MULTI,0.251514,1477,0.4016822,1246,0.02048,3017
BRUXO,0.251514,1477,0.3779439,1336,0.0294178,2754
PILHE,0.2512897,1478,0.3971963,1263,0.0249653,2921
FICHO,0.2502056,1479,0.4542056,1011,0.0329125,2537
FUNIS,0.2501682,1480,0.537757,633,0.0298226,2731
CULPE,0.2500561,1481,0.4029907,1240,0.0228858,2976
BICHO,0.2499065,1482,0.437757,1087,0.0325732,2560
UNGEM,0.2487103,1483,0.3231776,1507,0.0219486,2997
NUVEM,0.2486729,1484,0.3960748,1269,0.0257164,2907
PIXEL,0.2486355,1485,0.371028,1360,0.0270205,2860
FICHE,0.2485981,1486,0.3656075,1375,0.0236791,2955
VULTO,0.2484112,1487,0.4979439,815,0.0316898,2624
FIQUE,0.2477009,1488,0.3166355,1526,0.0223776,2985
LUZIR,0.2477009,1488,0.3108411,1541,0.0179121,3038
PINHO,0.2475888,1489,0.4966355,821,0.0341465,2460
BIQUE,0.2474019,1490,0.3001869,1560,0.0220384,2993
FUJES,0.2473645,1491,0.5328972,653,0.0357874,2345
BUXOS,0.2470654,1492,0.4570093,997,0.0295724,2745
FILHO,0.2469907,1493,0.4760748,913,0.0335524,2499
FUGIR,0.2448224,1494,0.3543925,1411,0.0181828,3034
FELIZ,0.2442243,1495,0.3908411,1285,0.026865,2866
VINHO,0.2438505,1496,0.4702804,938,0.0332823,2522
CLUBE,0.2438505,1496,0.2934579,1574,0.0181354,3035
PUBIS,0.2437757,1497,0.4839252,880,0.0281854,2810
JUIZO,0.2432523,1498,0.4108411,1206,0.0322638,2580
LUZIS,0.2432523,1498,0.448972,1037,0.0277243,2831
FELIX,0.242729,1499,0.3863551,1305,0.0268301,2868
ZUNIR,0.2423925,1500,0.3416822,1449,0.0187546,3030
XINGO,0.2412336,1501,0.4241121,1149,0.0325278,2561
FINJO,0.2406355,1502,0.4758879,914,0.0333938,2514
FUGIS,0.2403738,1503,0.4925234,840,0.0279951,2820
HIFEN,0.2400748,1504,0.2934579,1574,0.024929,2923
CUPIM,0.2396262,1505,0.4048598,1231,0.0205288,3016
LUZEM,0.2395888,1506,0.4099065,1209,0.0263319,2883
DUPLO,0.239215,1507,0.391028,1284,0.027549,2841
BENZI,0.2386168,1508,0.3878505,1300,0.0266678,2875
CHUTO,0.2383925,1509,0.4185047,1172,0.028992,2777
ZUNIS,0.2379439,1510,0.4798131,898,0.0285668,2793
CHUTE,0.236785,1511,0.3299065,1488,0.0197586,3020
ZUNEM,0.2342804,1512,0.4407477,1073,0.0271745,2855
BUFEM,0.2342056,1513,0.4138318,1192,0.0257182,2906
PLUGO,0.2333458,1514,0.3680374,1366,0.0255412,2910
DUBLO,0.2330093,1515,0.3871028,1302,0.0273127,2851
DUBLE,0.2314019,1516,0.2985047,1563,0.0180793,3036
FUJIR,0.2305047,1517,0.3272897,1495,0.0174018,3042
MUDEZ,0.2303551,1518,0.3656075,1375,0.0243393,2940
VULGO,0.2296075,1519,0.4514019,1024,0.0293416,2758
CUNHO,0.2293832,1520,0.5097196,758,0.0318856,2615
JUNTO,0.2288224,1521,0.4708411,935,0.0306262,2688
JUNCO,0.2283364,1522,0.4360748,1094,0.0291934,2765
FUNDO,0.228,1523,0.5011215,801,0.0302666,2707
CUNHE,0.2277757,1524,0.4211215,1160,0.0226522,2981
BUNDO,0.2277009,1525,0.4846729,876,0.0299274,2725
JUNTE,0.227215,1526,0.382243,1318,0.0213928,3002
PUDIM,0.2271776,1527,0.3942056,1274,0.01887,3028
PUXEM,0.2266916,1528,0.4362617,1093,0.0264481,2882
FUNDE,0.2263925,1529,0.4125234,1199,0.0210332,3007
BUNDE,0.2260935,1530,0.3960748,1269,0.020694,3014
FUJIS,0.2260561,1531,0.4654206,960,0.027214,2853
FUZIS,0.2259439,1532,0.4669159,953,0.0272237,2852
FULGE,0.2258318,1533,0.3794393,1329,0.0203261,3018
ZUMBO,0.2235888,1534,0.3704673,1361,0.0274286,2845
FUTIL,0.2233271,1535,0.3276636,1494,0.0157312,3056
CHUPO,0.2232897,1536,0.362243,1382,0.0264842,2879
FUJEM,0.2223925,1537,0.4263551,1138,0.0258217,2900
FUNGO,0.2221308,1538,0.4788785,903,0.0295073,2749
ZUMBE,0.2219813,1539,0.2818692,1589,0.0181952,3033
CHUPE,0.2216822,1540,0.2736449,1597,0.0172508,3043
BUCHO,0.2170841,1541,0.4272897,1135,0.0282394,2807
JULGO,0.2153271,1542,0.4134579,1194,0.0283303,2802
PUNHO,0.2147664,1543,0.4861682,869,0.0298127,2733
FUNIL,0.2143178,1544,0.355514,1407,0.0160955,3054
NUDEZ,0.2141682,1545,0.3246729,1502,0.0220099,2994
FLUXO,0.211514,1546,0.3398131,1458,0.0244002,2936
FUNDI,0.2050841,1547,0.3917757,1282,0.0171124,3044
FULGI,0.2045234,1548,0.3586916,1395,0.0164053,3053
JULHO,0.2020561,1549,0.411028,1205,0.0279893,2821
ZUMBI,0.2006729,1550,0.2611215,1605,0.0142743,3063
JUNHO,0.1967477,1551,0.4218692,1157,0.0279371,2823
HINDU,0.1940187,1552,0.3005607,1558,0.0154143,3059
INDUZ,0.1928598,1553,0.1119626,1635,0.0045206,3070
FUZIL,0.1900935,1554,0.2846729,1586,0.0134966,3067
