palavra_1,palavra_2,palavra_3,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
CLIPS,TARDO,UNGEM,0.9079252,1,1.3628037,598,0.1111251,694
CLIPS,DUNGA,TREMO,0.9079252,1,1.3186916,786,0.1043928,1486
CLIPS,DUNGA,TERMO,0.9079252,1,1.4650467,170,0.1182185,94
CLIPS,DUNGA,TEMOR,0.9079252,1,1.3091589,825,0.1031869,1579
CLIPS,GRUDE,NOTAM,0.9079252,1,1.297757,862,0.1061514,1311
CULPO,DIGAM,TRENS,0.9079252,1,1.4091589,393,0.1104265,775
CLIPS,DUNGA,MORTE,0.9079252,1,1.4257944,325,0.1119205,602
CLIPS,DUREM,TANGO,0.9079252,1,1.4915888,99,0.1167106,165
CLIPS,DUNGA,METRO,0.9079252,1,1.4308411,304,0.114739,327
CLIPS,DROGA,UNTEM,0.9079252,1,1.1571963,1214,0.0939649,1923
CLIPS,GRUDE,MANTO,0.9079252,1,1.348785,656,0.105949,1343
CLIPS,TANGO,URDEM,0.9079252,1,1.3588785,617,0.109415,906
CLIPS,DRAGO,UNTEM,0.9079252,1,1.1757009,1186,0.0879643,2055
CLIPS,DURMO,TANGE,0.9079252,1,1.3904673,475,0.1095298,887
CLIPS,GRUDE,MONTA,0.9079252,1,1.3418692,684,0.1063879,1289
CLIPS,GRUDA,MONTE,0.9079252,1,1.3418692,684,0.1063879,1289
CLIPS,GRUDA,ONTEM,0.9079252,1,1.1992523,1140,0.095346,1890
CLIPS,DOTAR,UNGEM,0.9079252,1,1.291215,889,0.1074159,1169
CLIPS,RUGAM,TENDO,0.9079252,1,1.4940187,94,0.1182795,91
CLIPS,GRUDO,MENTA,0.9079252,1,1.4233645,335,0.1146377,336
CLIPS,GRUDA,NOTEM,0.9079252,1,1.3349533,714,0.1095025,893
CLIPS,GRUDO,MANTE,0.9079252,1,1.348785,656,0.105949,1343
CLIPS,GORDA,UNTEM,0.9079252,1,1.3514019,648,0.111406,661
CLIPS,DOGMA,NUTRE,0.9079252,1,1.2704673,954,0.1033079,1568
CLIPS,DOGMA,TURNE,0.9079252,1,1.3370093,703,0.1083358,1050
CLIPS,TURNO,VEDAM,0.9078879,2,1.488785,104,0.1205285,32
CLIPS,DANEM,TURVO,0.9078879,2,1.4915888,99,0.1167097,166
ANDEM,CLIPS,TURVO,0.9078879,2,1.3493458,653,0.1023365,1649
CLIPS,DEVAM,TURNO,0.9078879,2,1.4695327,157,0.1201317,42
CLIPS,NUVEM,TARDO,0.9078879,2,1.4357009,286,0.1148928,307
CLIPS,MUDAR,VENTO,0.9078879,2,1.4717757,150,0.1167155,164
CLIPS,DOTAR,NUVEM,0.9078879,2,1.3641121,592,0.1111837,682
CLIPS,MUNDO,TRAVE,0.9078879,2,1.2620561,978,0.0885954,2036
CLIPS,NUTRO,VEDAM,0.9078879,2,1.422243,339,0.1155005,255
ADVIM,CULPO,TRENS,0.9078879,2,1.2229907,1092,0.0897575,2022
CLIPS,MUNDO,TREVA,0.9078879,2,1.3545794,633,0.1060391,1328
CLIPS,DEVAM,NUTRO,0.9078879,2,1.4029907,419,0.1151037,294
CLIPS,NADEM,TURVO,0.9078879,2,1.4248598,328,0.1146105,339
CLIPS,DURMO,VENTA,0.9078879,2,1.5014953,72,0.1192013,68
CLIPS,TUMOR,VENDA,0.9078879,2,1.3392523,695,0.1038651,1520
CLIPS,DURMA,VENTO,0.9078879,2,1.5014953,72,0.1192013,68
CLIPS,MUNDO,VETAR,0.9078879,2,1.4663551,168,0.1163957,188
CLIPS,MUNDO,VERTA,0.9078879,2,1.5373832,17,0.1208485,23
CLIPS,DURAM,VENTO,0.9078879,2,1.5654206,6,0.123031,3
CALVO,PUDIM,TRENS,0.9078879,2,1.3895327,479,0.1044583,1482
CLIPS,TURMA,VENDO,0.9078879,2,1.4951402,89,0.1188967,78
CLIPS,MANDE,TURVO,0.9078879,2,1.4263551,322,0.1111761,683
CLIPS,MANDO,TURVE,0.9078879,2,1.4263551,322,0.1111761,683
ADVEM,CLIPS,TURNO,0.9078879,2,1.3209346,776,0.1015131,1698
CLIPS,URDAM,VENTO,0.9078879,2,1.4327103,297,0.1157354,235
ADVEM,CLIPS,NUTRO,0.9078879,2,1.2543925,1006,0.0964852,1863
CLIPS,FUNDA,TEMOR,0.9057196,3,1.3558879,629,0.104083,1509
CLIPS,FUNDA,METRO,0.9057196,3,1.4775701,137,0.1156351,238
CLIPS,FUNDA,TERMO,0.9057196,3,1.5117757,48,0.1191146,70
CLIPS,FUNDA,TREMO,0.9057196,3,1.3654206,586,0.1052889,1395
CLIPS,FUNDA,MORTE,0.9057196,3,1.4725234,147,0.1128166,507
CLIPS,DANEM,FRUTO,0.9057196,3,1.4424299,256,0.1119566,595
CLIPS,FUNDE,MORTA,0.9057196,3,1.4725234,147,0.1128166,507
CLIPS,FUMAR,TENDO,0.9057196,3,1.4669159,166,0.115821,229
CLIPS,FRUTO,NADEM,0.9057196,3,1.3757009,542,0.1098574,848
CLIPS,FRETA,MUNDO,0.9057196,3,1.4076636,398,0.1072408,1195
CLIPS,FORUM,TENDA,0.9057196,3,1.4551402,209,0.1149819,304
CLIPS,DANEM,FURTO,0.9057196,3,1.5446729,11,0.1179114,107
CLIPS,FENDA,TUMOR,0.9057196,3,1.3558879,629,0.104083,1509
CLIPS,FUNDE,TOMAR,0.9057196,3,1.3854206,499,0.1075713,1146
CLIPS,FEDOR,UNTAM,0.9057196,3,1.2474766,1026,0.1009075,1729
CLIPS,FENDO,TURMA,0.9057196,3,1.5117757,48,0.1191146,70
CLIPS,FEDAM,TURNO,0.9057196,3,1.5054206,61,0.1207464,24
CLIPS,FEDAM,NUTRO,0.9057196,3,1.4388785,273,0.1157184,237
CLIPS,FARTE,MUNDO,0.9057196,3,1.4794393,130,0.1123777,554
CLIPS,FURTE,MANDO,0.9057196,3,1.4794393,130,0.1123777,554
CLIPS,FARDO,UNTEM,0.9057196,3,1.386729,492,0.111441,654
CLIPS,FURAM,TENDO,0.9057196,3,1.5757009,3,0.1229442,4
CLIPS,DURMA,FONTE,0.9057196,3,1.4366355,283,0.1111695,687
DUPLO,FICAM,TRENS,0.9057196,3,1.3456075,668,0.107233,1197
CLIPS,FRUTO,MANDE,0.9057196,3,1.3771963,535,0.106423,1283
CLIPS,FURTO,MANDE,0.9057196,3,1.4794393,130,0.1123777,554
CLIPS,RUFAM,TENDO,0.9057196,3,1.4708411,152,0.1177342,119
CLIPS,FONTE,MUDAR,0.9057196,3,1.4069159,402,0.1086837,1004
CLIPS,FURTO,NADEM,0.9057196,3,1.4779439,136,0.1158121,231
CLIPS,FUNDO,TREMA,0.9057196,3,1.3654206,586,0.1052889,1395
CLIPS,FUNDO,TRAEM,0.9057196,3,1.3740187,549,0.0950261,1899
CLIPS,DANTE,FORUM,0.9057196,3,1.3869159,491,0.1065979,1270
ANDEM,CLIPS,FURTO,0.9057196,3,1.4024299,422,0.1035381,1551
ANDEM,CLIPS,FRUTO,0.9057196,3,1.3001869,855,0.0975834,1839
CLIPS,FONTE,URDAM,0.9057196,3,1.3678505,575,0.1077036,1124
CLIPS,DOTEM,FURNA,0.9057196,3,1.4620561,184,0.1158326,228
CLIPS,DURAM,FONTE,0.9057196,3,1.5005607,74,0.1149991,301
CLIPS,FRUAM,TENDO,0.9057196,3,1.4734579,145,0.1169895,146
BRINS,CULPO,DATEM,0.9054206,4,1.46,194,0.1137644,425
BRINS,CULTA,DOPEM,0.9054206,4,1.4775701,137,0.1150279,297
BRINS,COTEM,DUPLA,0.9054206,4,1.4102804,388,0.1124892,542
BRINS,CULPE,DOTAM,0.9054206,4,1.4158879,364,0.1108522,730
BENTO,CLIPS,DURMA,0.9054206,4,1.5016822,71,0.11908,73
BENTO,CLIPS,DURAM,0.9054206,4,1.5656075,5,0.1229096,5
CLIPS,RONDE,TUMBA,0.9054206,4,1.3360748,708,0.1062291,1300
BARDO,CLIPS,UNTEM,0.9054206,4,1.3702804,564,0.1111018,697
CLIPS,RENDO,TUMBA,0.9054206,4,1.4175701,356,0.1144789,354
BRINS,CULPA,DOTEM,0.9054206,4,1.4530841,220,0.1142033,378
BENTO,CLIPS,MUDAR,0.9054206,4,1.4719626,149,0.1165942,174
BENTA,CLIPS,DURMO,0.9054206,4,1.5016822,71,0.11908,73
BENTO,CLIPS,URDAM,0.9054206,4,1.4328972,296,0.115614,243
CLIPS,DANEM,TURBO,0.9054206,4,1.4820561,119,0.1164653,183
BATER,CLIPS,MUNDO,0.9054206,4,1.4291589,313,0.1109369,717
BUNDE,CLIPS,TOMAR,0.9054206,4,1.368972,569,0.107232,1198
BICAM,DUPLO,TRENS,0.9054206,4,1.3291589,740,0.1068937,1237
CLIPS,DRENO,TUMBA,0.9054206,4,1.2596262,987,0.1027891,1613
BRINS,CAPUT,MOLDE,0.9054206,4,1.2353271,1061,0.0993329,1788
BRUTO,CLIPS,NADEM,0.9054206,4,1.3592523,615,0.1095181,891
BRUTO,CLIPS,MANDE,0.9054206,4,1.3607477,607,0.1060837,1321
BOCAL,PUDIM,TRENS,0.9054206,4,1.3065421,834,0.1022434,1654
BRUTO,CLIPS,DANEM,0.9054206,4,1.4259813,324,0.1116174,630
ANDEM,BRUTO,CLIPS,0.9054206,4,1.2837383,918,0.0972441,1848
CLIPS,MANDO,TURBE,0.9054206,4,1.4168224,360,0.1109316,718
CLIPS,MANDE,TURBO,0.9054206,4,1.4168224,360,0.1109316,718
BRUMA,CLIPS,TENDO,0.9054206,4,1.3930841,465,0.1128206,505
BORDE,CLIPS,UNTAM,0.9054206,4,1.3261682,753,0.1081896,1081
BONDE,CLIPS,TURMA,0.9054206,4,1.4138318,373,0.1105256,760
BORDA,CLIPS,UNTEM,0.9054206,4,1.3633645,595,0.1115407,640
BRINS,CATEM,DUPLO,0.9054206,4,1.4171963,358,0.1120502,590
DUBLO,PICAM,TRENS,0.9054206,4,1.3514019,648,0.1076431,1135
BRINS,CULTA,PODEM,0.9054206,4,1.5246729,28,0.1162252,203
BRADO,CLIPS,UNTEM,0.9054206,4,1.2059813,1129,0.0885212,2039
BUNDA,CLIPS,METRO,0.9054206,4,1.4611215,189,0.1152959,267
CLIPS,DOBRA,UNTEM,0.9054206,4,1.2674766,963,0.1059813,1336
CLIPS,DOBRE,UNTAM,0.9054206,4,1.2302804,1070,0.1026302,1628
BRINS,CUPOM,DELTA,0.9054206,4,1.4108411,385,0.1081884,1082
BRETA,CLIPS,MUNDO,0.9054206,4,1.391215,471,0.1069015,1234
CLIPS,NADEM,TURBO,0.9054206,4,1.4153271,367,0.114366,365
CAPIM,DUBLO,TRENS,0.9054206,4,1.2859813,906,0.1011519,1718
ANDEM,CLIPS,TURBO,0.9054206,4,1.3398131,692,0.102092,1664
BUNDO,CLIPS,TREMA,0.9054206,4,1.348972,655,0.1049497,1430
BUNDE,CLIPS,MORTA,0.9054206,4,1.4560748,205,0.1124774,544
BUNDA,CLIPS,TREMO,0.9054206,4,1.348972,655,0.1049497,1430
BUNDA,CLIPS,TERMO,0.9054206,4,1.4953271,88,0.1187753,82
BUNDA,CLIPS,TEMOR,0.9054206,4,1.3394393,694,0.1037437,1529
BUNDA,CLIPS,MORTE,0.9054206,4,1.4560748,205,0.1124774,544
BRINS,DUPLO,TECAM,0.9054206,4,1.4099065,390,0.1155924,245
BUNDO,CLIPS,TRAEM,0.9054206,4,1.3575701,622,0.0946868,1907
CLIPS,MAGNO,TURVE,0.9020187,5,1.3575701,622,0.1087839,990
CLIPS,MONGE,TURVA,0.9020187,5,1.3971963,445,0.1108556,729
CLIPS,NEGAM,TURVO,0.9020187,5,1.4637383,176,0.1197537,53
CLIPS,NUTRO,VAGEM,0.9020187,5,1.3863551,494,0.1099686,835
CLIPS,RUGAM,VENTO,0.9020187,5,1.5082243,54,0.118503,85
CLIPS,GANEM,TURVO,0.9020187,5,1.4876636,107,0.1163725,190
CLIPS,TURNO,VAGEM,0.9020187,5,1.4528972,221,0.1149966,303
CLIPS,NUVEM,TRAGO,0.9020187,5,1.2491589,1020,0.0915529,1987
CAPIM,TRENS,VULGO,0.9020187,5,1.3502804,650,0.1031808,1582
CLIPS,TROVA,UNGEM,0.9020187,5,1.157757,1212,0.0937848,1930
CUPIM,TRENS,VOGAL,0.9020187,5,1.304486,839,0.1027837,1614
CLIPS,TRAVO,UNGEM,0.9020187,5,1.1762617,1184,0.0877842,2059
CLIPS,GRATO,NUVEM,0.9020187,5,1.2738318,947,0.0922797,1973
CLIPS,GRAVO,UNTEM,0.9020187,5,1.1717757,1190,0.0876262,2064
CLIPS,UNGEM,VOTAR,0.9020187,5,1.2990654,857,0.1073348,1178
PICAM,TRENS,VULGO,0.9020187,5,1.4157009,365,0.109672,872
BRINS,LUTEM,VODCA,0.9016822,6,1.3953271,453,0.111293,671
ADVEM,BRINS,CULTO,0.9016822,6,1.3747664,546,0.1012442,1712
BRINS,CULTO,DEVAM,0.9016822,6,1.5233645,33,0.1198628,48
BRINS,CEDAM,VULTO,0.9016822,6,1.5426168,14,0.1202595,39
BRINS,MULTE,VODCA,0.9016822,6,1.3648598,588,0.1071272,1210
BRINS,CULTO,VEDAM,0.9016822,6,1.5426168,14,0.1202595,39
CLIPS,FUNGO,TRAEM,0.8998505,7,1.3517757,646,0.0942668,1916
CLIPS,FORUM,TANGE,0.8998505,7,1.3583178,620,0.1055339,1380
CLIPS,FUNGA,METRO,0.8998505,7,1.4553271,208,0.1148758,311
CLIPS,FUNGA,MORTE,0.8998505,7,1.4502804,229,0.1120573,589
CLIPS,FUNGA,TEMOR,0.8998505,7,1.3336449,721,0.1033236,1566
CLIPS,FURTA,MONGE,0.8998505,7,1.4502804,229,0.1120573,589
CLIPS,MONGE,TRUFA,0.8998505,7,1.2762617,940,0.1044804,1481
CUPIM,FOLGA,TRENS,0.8998505,7,1.36,611,0.1038376,1522
CLIPS,FUNGA,TERMO,0.8998505,7,1.4895327,103,0.1183552,90
CLIPS,FATOR,UNGEM,0.8998505,7,1.2115888,1118,0.0953757,1889
CLIPS,FUNGO,TREMA,0.8998505,7,1.3431776,678,0.1045296,1476
CLIPS,FARTO,UNGEM,0.8998505,7,1.3936449,462,0.1115665,638
CLIPS,FURTE,MAGNO,0.8998505,7,1.4106542,386,0.1099855,827
CLIPS,FUNGA,TREMO,0.8998505,7,1.3431776,678,0.1045296,1476
CLIPS,GARFO,UNTEM,0.8998505,7,1.3173832,791,0.1097863,853
CLIPS,FURTO,GANEM,0.8998505,7,1.5407477,16,0.1175742,126
CLIPS,FOGEM,UNTAR,0.8998505,7,1.3157009,799,0.1075527,1149
FICAM,PLUGO,TRENS,0.8998505,7,1.3226168,768,0.1052252,1401
CLIPS,FOGEM,NUTRA,0.8998505,7,1.3960748,449,0.1106255,749
CLIPS,FONTE,RUGAM,0.8998505,7,1.4433645,254,0.1104711,766
CLIPS,FURTO,NEGAM,0.8998505,7,1.5168224,42,0.1209553,19
CLIPS,FRUTA,MONGE,0.8998505,7,1.3480374,658,0.1061026,1313
CLIPS,FUREM,TANGO,0.8998505,7,1.5160748,45,0.1168474,153
CLIPS,FRUTO,NEGAM,0.8998505,7,1.4145794,371,0.1150006,300
CLIPS,FROTA,UNGEM,0.8998505,7,1.2108411,1120,0.0949864,1900
CLIPS,FEMUR,TANGO,0.8998505,7,1.331028,733,0.1066605,1263
CLIPS,FRUEM,TANGO,0.8998505,7,1.4138318,373,0.1108926,723
CLIPS,FRUTO,GANEM,0.8998505,7,1.4385047,275,0.1116194,629
CLIPS,RUFEM,TANGO,0.8998505,7,1.411215,384,0.1116374,626
CAMPO,FULGI,TRENS,0.8998505,7,1.3142056,805,0.101205,1713
CLIPS,GRAFO,UNTEM,0.8998505,7,1.1530841,1221,0.0872057,2071
CLIPS,FREVO,UNTAM,0.8998131,8,1.255514,1003,0.1021927,1657
CLIPS,FERVO,UNTAM,0.8998131,8,1.4018692,425,0.1160183,215
CLIPS,FORUM,VENTA,0.8998131,8,1.4693458,158,0.1152054,280
CLIPS,FURAM,VENTO,0.8998131,8,1.5899065,2,0.1231677,1
CLIPS,FURTO,NEVAM,0.8998131,8,1.5039252,65,0.1206718,25
CUPIM,FLAVO,TRENS,0.8998131,8,1.1951402,1153,0.0821072,2162
CLIPS,FARTO,NUVEM,0.8998131,8,1.4665421,167,0.1153343,264
CLIPS,RUFAM,VENTO,0.8998131,8,1.4850467,112,0.1179577,105
CLIPS,FATOR,NUVEM,0.8998131,8,1.284486,914,0.0991434,1795
CLIPS,FUMAR,VENTO,0.8998131,8,1.4811215,124,0.1160446,212
CLIPS,FRUAM,VENTO,0.8998131,8,1.4876636,107,0.117213,136
CLIPS,FAVOR,UNTEM,0.8998131,8,1.1986916,1143,0.0950921,1897
CLIPS,FURNA,VOTEM,0.8998131,8,1.4699065,156,0.1157515,234
CLIPS,FRUTO,NEVAM,0.8998131,8,1.4016822,426,0.114717,331
CLIPS,FROTA,NUVEM,0.8998131,8,1.2837383,918,0.0987542,1809
BRINS,PLUGO,TECAM,0.8995514,9,1.3869159,491,0.1135846,449
BENTO,CLIPS,RUGAM,0.8995514,9,1.5084112,53,0.1183816,88
BROTA,CLIPS,UNGEM,0.8995514,9,1.1943925,1156,0.0946472,1908
BRINS,COTEM,PLUGA,0.8995514,9,1.3872897,489,0.1104814,763
BRINS,COTEM,PULGA,0.8995514,9,1.4970093,83,0.1151461,292
BURGO,CLIPS,MANTE,0.8995514,9,1.4407477,264,0.1112791,674
BRINS,CULTO,PAGEM,0.8995514,9,1.5330841,20,0.115592,246
CLIPS,GARBO,UNTEM,0.8995514,9,1.3265421,751,0.1099624,838
BICAM,PLUGO,TRENS,0.8995514,9,1.3061682,835,0.1048859,1437
BURGO,CLIPS,MENTA,0.8995514,9,1.5153271,46,0.1199678,47
BOTAR,CLIPS,UNGEM,0.8995514,9,1.2992523,856,0.1072134,1201
CLIPS,GANEM,TURBO,0.8995514,9,1.4781308,135,0.1161281,206
CLIPS,GABEM,TURNO,0.8995514,9,1.4228037,337,0.1142845,369
CLIPS,GABEM,NUTRO,0.8995514,9,1.3562617,627,0.1092565,927
CLIPS,MAGNO,TURBE,0.8995514,9,1.3480374,658,0.1085394,1025
CLIPS,MONGE,TURBA,0.8995514,9,1.3876636,487,0.1106112,752
BRUTO,CLIPS,NEGAM,0.8995514,9,1.3981308,441,0.1146613,333
CLIPS,NEGRO,TUMBA,0.8995514,9,1.34,691,0.1114075,660
BRINS,CATEM,PLUGO,0.8995514,9,1.3942056,459,0.1100425,819
BRUTO,CLIPS,GANEM,0.8995514,9,1.4220561,340,0.1112802,673
BRUTA,CLIPS,MONGE,0.8995514,9,1.3315888,730,0.1057633,1359
CLIPS,GENRO,TUMBA,0.8995514,9,1.4013084,428,0.1133639,465
CLIPS,NEGAM,TURBO,0.8995514,9,1.4542056,214,0.1195092,58
BRINS,CULTO,PEGAM,0.8995514,9,1.5704673,4,0.1209295,20
BRAVO,CLIPS,UNTEM,0.899514,10,1.1837383,1172,0.0877609,2061
BOTAR,CLIPS,NUVEM,0.899514,10,1.3721495,557,0.1109812,713
BRINS,CAPUT,MOVEL,0.899514,10,1.1985047,1144,0.1008052,1735
BRINS,CAPEM,VULTO,0.899514,10,1.4923364,97,0.1145079,351
CLIPS,NERVO,TUMBA,0.899514,10,1.3872897,489,0.1159531,220
BROTA,CLIPS,NUVEM,0.899514,10,1.2672897,964,0.0984149,1822
BRINS,CULPA,VOTEM,0.899514,10,1.4609346,190,0.1141222,387
BANEM,CLIPS,TURVO,0.899514,10,1.4996262,76,0.1165072,182
BRINS,CULPE,VOTAM,0.899514,10,1.4237383,333,0.110771,736
CLIPS,NEVAM,TURBO,0.899514,10,1.4413084,261,0.1192257,67
BRUTO,CLIPS,NEVAM,0.899514,10,1.3852336,500,0.1143778,364
BRUMA,CLIPS,VENTO,0.899514,10,1.4072897,400,0.1130441,488
BRINS,CULPO,VETAM,0.899514,10,1.5052336,62,0.1190208,75
DUBLO,FICAM,TRENS,0.899514,10,1.3416822,685,0.1069967,1225
BRINS,PECAM,VULTO,0.899514,10,1.5330841,20,0.1192321,66
BRINS,CULTO,FEDAM,0.899514,10,1.5592523,7,0.1204774,34
CLIPS,UNTAM,VERBO,0.899514,10,1.3757009,542,0.115556,251
CLIPS,DOGMA,TURVE,0.8980935,11,1.3383178,698,0.1081403,1084
CLIPS,GRUDO,VETAM,0.8980935,11,1.4071028,401,0.114786,321
CLIPS,GRUDE,VOTAM,0.8980935,11,1.3256075,756,0.1065363,1278
CLIPS,GRUDA,VOTEM,0.8980935,11,1.3628037,598,0.1098874,846
BENTA,CLIPS,FORUM,0.8973458,12,1.4695327,157,0.1150841,295
BUFAR,CLIPS,MONTE,0.8973458,12,1.368785,570,0.1076048,1141
BUFAR,CLIPS,NOTEM,0.8973458,12,1.3618692,602,0.1107195,741
BENTO,CLIPS,FUMAR,0.8973458,12,1.4813084,123,0.1159232,222
BUFEM,CLIPS,NOTAR,0.8973458,12,1.3618692,602,0.1107195,741
BUFEM,CLIPS,TORNA,0.8973458,12,1.4229907,336,0.1147689,323
ANTRO,BUFEM,CLIPS,0.8973458,12,1.2878505,900,0.097028,1854
BRINS,FLUEM,PACTO,0.8973458,12,1.4026168,421,0.1094478,900
BRINS,CUPOM,FALTE,0.8973458,12,1.3607477,607,0.0996366,1777
BRINS,CUPOM,FETAL,0.8973458,12,1.3672897,578,0.1066045,1268
BANEM,CLIPS,FRUTO,0.8973458,12,1.4504673,228,0.1117541,616
BUFAR,CLIPS,ONTEM,0.8973458,12,1.2261682,1081,0.0965629,1861
BUFAM,CLIPS,TRENO,0.8973458,12,1.3209346,776,0.1058419,1355
BANEM,CLIPS,FURTO,0.8973458,12,1.5527103,9,0.1177089,122
BENTO,CLIPS,FURAM,0.8973458,12,1.5900935,1,0.1230464,2
BRINS,FUCEM,PLOTA,0.8973458,12,1.3220561,771,0.0988225,1807
CLIPS,FURNA,OBTEM,0.8973458,12,1.2893458,894,0.1005513,1743
BUFAM,CLIPS,ENTRO,0.8973458,12,1.277757,936,0.101987,1671
CLIPS,FURNA,TOMBE,0.8973458,12,1.348972,655,0.1085017,1031
BRINS,FUCEM,PLATO,0.8973458,12,1.3405607,689,0.092822,1960
BRINS,FUCAM,PLOTE,0.8973458,12,1.2848598,912,0.0954713,1887
BUFAM,CLIPS,NORTE,0.8973458,12,1.3957009,451,0.1118211,608
BUFAM,CLIPS,TENOR,0.8973458,12,1.3609346,606,0.1059944,1335
BRINS,CAPTO,FLUEM,0.8973458,12,1.3992523,436,0.1100611,816
BENTO,CLIPS,FRUAM,0.8973458,12,1.4878505,106,0.1170916,144
BUFAM,CLIPS,TENRO,0.8973458,12,1.4665421,167,0.1167539,162
BUFAM,CLIPS,TERNO,0.8973458,12,1.4672897,164,0.1196675,55
BOTEM,CLIPS,FURNA,0.8973458,12,1.4700935,155,0.1156301,240
BUFAM,CLIPS,TORNE,0.8973458,12,1.3857944,497,0.1114178,659
BRUMA,CLIPS,FONTE,0.8973458,12,1.3424299,681,0.1050122,1425
BENTO,CLIPS,RUFAM,0.8973458,12,1.4852336,111,0.1178364,112
FICAM,TRENS,VULGO,0.8961121,13,1.4059813,406,0.1090256,963
CLIPS,DOGMA,FURTE,0.8959252,14,1.3914019,470,0.1093419,916
ADVEM,CLIPS,FURTO,0.8958879,15,1.3753271,544,0.1025192,1639
CLIPS,FRUTO,VEDAM,0.8958879,15,1.4409346,263,0.1155798,248
CLIPS,DEVAM,FURTO,0.8958879,15,1.5239252,31,0.1211378,17
CLIPS,FEDAM,TURVO,0.8958879,15,1.506729,59,0.1205508,29
CLIPS,DEVAM,FRUTO,0.8958879,15,1.4216822,341,0.115183,284
ADVEM,CLIPS,FRUTO,0.8958879,15,1.2730841,949,0.0965645,1860
CLIPS,FURTO,VEDAM,0.8958879,15,1.5431776,13,0.1215345,15
BRINS,CEGAM,VULTO,0.8958131,16,1.5441121,12,0.1200652,46
BRINS,CULTO,VAGEM,0.8958131,16,1.506729,59,0.1147277,328
BICAM,TRENS,VULGO,0.8958131,16,1.3895327,479,0.1086864,1003
BRINS,CATEM,VULGO,0.8958131,16,1.4775701,137,0.1138429,415
BRINS,TECAM,VULGO,0.8958131,16,1.4702804,154,0.117385,131
BOTAM,CLIPS,GRUDE,0.8956262,17,1.3257944,755,0.1064149,1285
CLIPS,DOGMA,TURBE,0.8956262,17,1.328785,742,0.1078958,1105
BOTEM,CLIPS,GRUDA,0.8956262,17,1.3629907,597,0.1097661,855
CLIPS,GRUDE,TOMBA,0.8956262,17,1.2418692,1041,0.1026376,1626
CLIPS,GRUDA,TOMBE,0.8956262,17,1.2418692,1041,0.1026376,1626
BATEM,CLIPS,GRUDO,0.8956262,17,1.3699065,565,0.1093271,919
CLIPS,GRUDA,OBTEM,0.8956262,17,1.182243,1175,0.0946872,1906
BURGO,CLIPS,DATEM,0.8956262,17,1.4538318,216,0.1148598,315
BATOM,CLIPS,GRUDE,0.8956262,17,1.2216822,1095,0.0942379,1917
CLIPS,TURBO,VEDAM,0.8955888,18,1.4805607,126,0.1200884,44
ADVEM,BRUTO,CLIPS,0.8955888,18,1.2566355,997,0.0962252,1871
CLIPS,DEVAM,TURBO,0.8955888,18,1.4613084,188,0.1196917,54
BRUTO,CLIPS,VEDAM,0.8955888,18,1.424486,330,0.1152405,274
ADVEM,CLIPS,TURBO,0.8955888,18,1.3127103,811,0.1010731,1722
BRUTO,CLIPS,DEVAM,0.8955888,18,1.4052336,410,0.1148438,317
DUCHA,LIMPO,TRENS,0.8946542,19,1.266729,966,0.1036717,1535
CLIPS,DURMO,TENHA,0.8946542,19,1.4626168,182,0.1178775,109
COLHA,PUDIM,TRENS,0.8946542,19,1.3801869,520,0.1045571,1473
CLIPS,DURMA,TENHO,0.8946542,19,1.4626168,182,0.1178775,109
CLIPS,DURAM,TENHO,0.8946542,19,1.5265421,26,0.1217072,12
CLIPS,MUDAR,TENHO,0.8946542,19,1.4328972,296,0.1153917,261
CLIPS,HUMOR,TENDA,0.8946542,19,1.2960748,867,0.1028218,1611
CLIPS,HORDA,UNTEM,0.8946542,19,1.32,781,0.1106189,750
CLIPS,HERDO,UNTAM,0.8946542,19,1.3642991,591,0.1155174,254
CHIAM,DUPLO,TRENS,0.8946542,19,1.3080374,829,0.105785,1357
CLIPS,DANTE,HUMOR,0.8946542,19,1.2278505,1076,0.0944379,1913
CLIPS,TENHO,URDAM,0.8946542,19,1.3938318,461,0.1144116,362
CHUPO,LIDAM,TRENS,0.8946542,19,1.2848598,912,0.1056232,1369
CALHO,PUDIM,TRENS,0.8946542,19,1.3871028,490,0.1041182,1507
BRINS,FULGE,TOCAM,0.8936449,20,1.4054206,409,0.1093532,915
BRINS,CULTA,FOGEM,0.8936449,20,1.5164486,43,0.1153845,262
BRINS,COTAM,FULGE,0.8936449,20,1.4500935,230,0.1111486,690
CLIPS,DERMO,JUNTA,0.8936075,21,1.4635514,177,0.11819,96
CLIPS,DAREM,JUNTO,0.8936075,21,1.4900935,102,0.1166822,168
CLIPS,DOMAR,JUNTE,0.8936075,21,1.3371963,702,0.1066467,1264
CLIPS,DORME,JUNTA,0.8936075,21,1.3820561,513,0.1099403,840
BRINS,FUCAM,VOLTE,0.8936075,21,1.4418692,259,0.110336,783
CLIPS,DUREM,JANTO,0.8936075,21,1.4900935,102,0.1166822,168
CLIPS,DUREM,TANJO,0.8936075,21,1.4781308,135,0.1162633,199
CLIPS,DURMO,JANTE,0.8936075,21,1.388972,481,0.1095013,894
CLIPS,DERAM,JUNTO,0.8936075,21,1.5274766,25,0.1220197,6
BRINS,FUCEM,VOLTA,0.8936075,21,1.4790654,132,0.1136872,435
CLIPS,TANJO,URDEM,0.8936075,21,1.3454206,669,0.1089677,968
